Medicine Name,Symptom,Description
SANGUINARIA CANADENSIS,Respiratory,"Å’dema of larynx. Trachea sore. Heat and tension behind the sternum. Aphonia. Cough of gastric origin; relieved by eructation. Cough, with burning pain in chest; worse, right side. Sputum tough, rust-colored, offensive, almost impossible to raise. Spasmodic cough after influenza and after whooping-cough. Cough returns with every fresh cold. Tickling behind sternum, causes a constant hacking cough; worse at night on lying down. Must sit up in bed. Burning soreness in right chest, through to right shoulder. Severe soreness under right nipple. Haemoptysis from suppressed menses. Severe dyspnoea and constriction of chest. Offensive breath and purulent expectoration. Burning in chest as of hot steam from chest to abdomen. Fibroid phthisis. Pneumonia; better, lying on back. Asthma with stomach disorders (Nux). Valvular disease with lung development, phosphates in urine and loss of flesh. Sudden stoppage of catarrh of air passages brings on diarrhoea."
SANGUINARIA CANADENSIS,Extremities,"Rheumatism of right shoulder, left hip-joint and nape of neck. Burning in soles and palms. Rheumatic pains in places least covered by flesh; not in joints soles of feet burn. Right-side neuritis; better touching the part."
SANGUINARIA CANADENSIS,Skin,"Antidotes: Rhus poisoning. Red, blotchy eruptions; worse in spring. Burning and itching; worse by heat. Acne, with scanty menses. Circumscribed red spots over malar bones."
SANGUINARIA CANADENSIS,Modalities,"Worse, sweets, right side, motion, touch. Better, acids, sleep, darkness."
SANGUINARIA CANADENSIS,Relationship,Complementary: Tart em.
SANGUINARIA CANADENSIS,Dose,Tincture in headaches; sixth potency in rheumatism.
SALIX NIGRA,Face,"Red, swollen, especially the end of nose-eyes blood-shot and sore to touch and on motion. Roots of hair hurt. Epistaxis."
SALIX NIGRA,Female,"Before and during menses much nervous disturbance, pain in ovaries; difficult menstruation. Ovarian congestion and neuralgia. Menorrhagia. Bleeding with uterine fibroid. Nymphomania."
SALIX NIGRA,Male,Painful movement of the testicles.
SALIX NIGRA,Back,Pain across sacral and lumbar region. Unable to step out quickly.
SALIX NIGRA,Relationship,Compare: Yohimbin; Canth.
SALIX NIGRA,Dose,"Material doses of the tincture, thirty drops."
SALVIA OFFICINALIS,Respiratory,"Tickling cough, especially in consumption."
SALVIA OFFICINALIS,Skin,"Soft, relaxed, with enfeebled circulation and cold extremities. Colliquative perspiration."
SALVIA OFFICINALIS,Relationship,"Compare: Chrysanhemum Leucanthemum--Ox-eye Daisy. Has specific action on sudoriparous glands. Quiets nervous system like Cypripedium. Right sided tearing pain in bones of jaw and temple. Pain in teeth and gums, worse touch, better warmth. Irritable and tearful. Here use 12x. Insomnia and night-sweats. For colliquative sweating and hyperaesthesia of nervous system. Material doses of tincture. Phelland; Tuberc; Salvia sclerata (tonic influence on nervous system; dose, teaspoonful to one pint hot water, as inhalent for sponging). Rubia tinctorum-Madder-A remedy for the spleen (Ceanothus). Chlorosis and amenorrhoea; tuberculosis. Anaemia; undernourished conditions; splenic anaemia. Dose, 10 drops of tincture."
SALVIA OFFICINALIS,Dose,"Tincture, in twenty-drop doses, in a little water. The effects manifest themselves quickly two hours after taking a dose, and they persist for from two to six days."
SABAL SERRULATA,Head,"Confused, full; dislikes sympathy; makes her angry. Vertigo, with headache. Neuralgia in feeble patients. Pain runs up from nose and centers in forehead."
SABAL SERRULATA,Stomach,Belching and acidity. Desire for milk (Rhus; Apis)
SABAL SERRULATA,Urinary,Constant desire to pass water at night. Enuresis; paresis of sphincter vesicae. Chronic gonorrhoea. Difficult urination. Cystitis with prostatic hypertrophy.
SABAL SERRULATA,Male,Prostatic troubles; enlargement; discharge of prostatic fluid. Wasting of testes and loss of sexual power. Coitus painful at the time of emission. Sexual neurotics. Organs feel cold.
SABAL SERRULATA,Female,Ovaries tender and enlarged; breasts shrivel (Iod; Kali iod). Young female neurotics; suppressed or perverted sexual inclination.
SABAL SERRULATA,Respiratory,"Copious expectoration, with catarrh of nose. Chronic bronchitis (Stann; Hep)."
SABAL SERRULATA,Relationship,Compare: Phosph ac; Stigmata maydis; Santal; Apis. In prostatic symptoms: fer pic; Thuja; Picric acid (more sexual erethism). Populus tremul; (prostatic enlargement with cystitis).
SABAL SERRULATA,Dose,"Mother tincture, ten to thirty drops. Third potency often better. The tincture must be prepared from the fresh berries to be effective."
SABINA,Mind,"Music is intolerable, produces nervousness."
SABINA,Head,"Vertigo with suppressed menses. Bursting headache, suddenly coming and going slowly. Rush of blood to head and face. Drawing pains in masseter muscles. Teeth ache when chewing."
SABINA,Stomach,Heartburn. Desire for lemonade. Bitter taste (Rhus). Lancinating pain from pit of stomach across back.
SABINA,Abdomen,"Bearing-down, constrictive pain. Colic, mostly in hypogastric region. Tympanitic distention."
SABINA,Rectum,"Sense of fullness. Constipation. Pain from back to pubis. Haemorrhoids, with bright red blood; bleed copiously."
SABINA,Urine,Burning and throbbing in region of kidneys. Bloody urine; much urging. Bladder inflamed with throbbing all over. Inflammation of urethra.
SABINA,Male,"Inflammatory gonorrhoea, with pus-like discharge. Sycotic excrescences. Burning, sore pain in glans. Prepuce painful with difficulty in retracting it. Increased desire."
SABINA,Female,"Menses profuse, bright. Uterine pains extend into thighs. Threatened miscarriage. Sexual desire increased. Leucorrhoea after menses, corrosive, offensive. Discharge of blood between periods, with sexual excitement (Ambr). Retained placenta; intense after-pains. Menorrhagia in women who aborted readily. Inflammation of ovaries and uterus after abortion. Promotes expulsion of moles from uterus (Canth). Pain from sacrum to pubis, and from below upwards shooting up the vagina. Haemorrhage; partly clotted; worse from least motion. Atony of uterus."
SABINA,Back,Pain between sacrum and pubis from one bone to another. Paralytic pain in small back.
SABINA,Extremities,"Bruised pains in anterior portion of thighs. Shooting in heels and metatarsal bones. Arthritic pain in joints. Gout; worse, in heated room. Red, shining swelling. Gouty nodosities (Ammon phos)."
SABINA,Skin,"Fig-warts, with intolerable itching and burning. Exuberant granulations (Thuj; Nit ac). Warts. Black pores in skin."
SABINA,Modalities,"Worse, from least motion, heat, warm air. Better, in cool fresh air."
SABINA,Relationship,Complementary: Thuja.
SABINA,"Compare: Sanguisorba (Venous congestion and passive haemorrhages; varices of lower extremities; dysentery. Long lasting profuse menses with congestion to head and limbs in sensitive, irritable patients. Climacteric haemorrhages. Use 2x attenuation). Sanguisuga","The leech--(Haemorrhages, especially bleeding from anus. Use 6x). Rosmarinus (menses too early; violent pains followed by uterine haemorrhage. Head heavy, drowsy. Chilly with icy coldness of lower extremities without thirst, followed by heat. Memory deficient). Croc; Calc; Trill; Ipec; Millef; Erig."
SABINA,Dose,"Locally, for warts, tincture. Internally, third to thirtieth potency."
SABADILLA,Mind,"Nervous, timid, easily startled. Has erroneous notions about himself. Imagines that he is very sick; that parts are shrunken; that she is pregnant; that she has cancer; delirium during intermittents."
SABADILLA,Head,"Vertigo with sensation as though all things were turning around each other, accompanied by blackness before eyes and sensation of fainting. Dullness and oppression. Over-sensitiveness to odors. Thinking produces headache and sleeplessness. Eyelids red, burning. Lachrymation. Difficult hearing."
SABADILLA,Nose,"Spasmodic sneezing, with running nose. Coryza, with severe frontal pains and redness of eyes and lachrymation. Copious, watery, nasal discharge."
SABADILLA,Throat,"Sore; begins on left side (Lach). Much tough phlegm. Sensation of a skin hanging loosely; must swallow it. Warm food and drink relieve. Empty swallowing most painful. Dry fauces and throat. Sensation of a lump in throat with constant necessity to swallow. Chronic sore throat; worse, from cold air. Tongue as if burnt."
SABADILLA,Stomach,"Spasmodic pain in stomach with dry cough and difficult breathing. No thirst. Loathing for strong food. Canine appetite for sweets and farinaceous food. Pyrosis; copious salivation. Cold, empty feeling in stomach. Desire for hot things. Sweetish taste."
SABADILLA,Female,Menses too late; come by fits and starts. Intermit (Kreos; Puls). (due to transient and localized congestion of womb alternating with chronic anaemic state).
SABADILLA,Fever,"Chill predominates; from below upwards. Heat in head and face; hands and feet icy cold, with chill. Lachrymation during paroxysm. Thirstless."
SABADILLA,Extremities,Cracking of skin under and beneath toe; inflammation under toe-nails.
SABADILLA,Skin,"Dry, like parchment. Horny, deformed, thickened nails. Hot, burning, creeping, crawling sensation. Itching in anus."
SABADILLA,Modalities,"Worse, cold and cold drinks, full moon. Better, warm food and drink, wrapped up."
SABADILLA,Relationship,"Complementary: Sepia. Compare: Veratrina (is alkaloid of Sabadilla, not of Veratrum, locally in neuralgias, and for removal of dropsy. Five grains to two drams Lanolin, rubbed on inside of thighs, causes diuresis). Colch; Nux; Arundo and Pollatin. Phleum pratense-Timothy-Hay-fever-Potentized-12-specific to many cases and evidently acts in a desensitizing manner (Rabe). Cumarinum (hay-fever)."
SABADILLA,Dose,Third to thirtieth potency.
RUMEX CRISPUS,Stomach,"Tongue sore at edges; coated; sensation of hard substance in pit of stomach; hiccough, pyrosis, nausea; cannot eat meat; it causes eructations, pruritus. Jaundice after excessive use of alcoholics. Chronic gastritis; aching pain in pit of stomach and shooting in the chest; extends towards the throat-pit, worse any motion or talking. Pain in left breast after meals; flatulence."
RUMEX CRISPUS,Respiratory,"Nose dry. Tickling in throat-pit causes cough. Copious mucous discharge from nose and trachea. Dry, teasing cough, preventing sleep. Aggravated by pressure, talking, and especially by inspiring cool air and at night. Thin, watery, frothy expectoration by the mouthful: later, stringy and tough. Rawness of larynx and trachea. Soreness behind sternum, especially left side, in region of left shoulder. Raw pain under clavicle. Lump in throat."
RUMEX CRISPUS,Stool,"Brown, watery, diarrhoea early in morning, with cough, driving him out of bed. Valuable in advanced phthisis (Seneg; Puls; Lycop; Ars). Itching of anus, with sensation as of a stick in rectum. Piles."
RUMEX CRISPUS,Skin,"Intense itching of skin, especially of lower extremities; worse, exposure to cold air when undressing. Urticaria; contagious prurigo."
RUMEX CRISPUS,Modalities,"Worse, in evening, from inhaling cold air; left chest; uncovering."
RUMEX CRISPUS,Relationship,"Compare: Caust; Sulph; Bell; Rumex contains chrysophanic acid to which the skin symptoms correspond. Rumex acetosa-Sheep sorrel--(Gathered in June and dried, used locally for Epithelioma of face (Cowperthwaite). Dry, unremitting short cough, and violent pains in the bowels; uvula elongated; inflammation of oesophagus; also cancer); Rumex obtusifolius-Lapathum-Broad-leaf dock--(nosebleed and headache following; pain in kidneys; leucorrhoea)."
RUMEX CRISPUS,Dose,Third to sixth potency.
RICINUS COMMUNIS,Head,"Vertigo, occipital pain, congestive symptoms, buzzing in ears. Face pale, twitching of mouth."
RICINUS COMMUNIS,Stomach,"Anorexia with great thirst, burning in stomach, pyrosis, nausea profuse vomiting, pit of stomach sensitive. Mouth dry."
RICINUS COMMUNIS,Abdomen,"Rumbling with contraction of recti muscles, colic, incessant diarrhoea with purging. Rice water stools with cramps and chilliness."
RICINUS COMMUNIS,Stool,"Loose, incessant, painless, with painful cramps in muscles of extremities. Anus inflamed. Stools green, slimy, and bloody. Fever, emaciation, somnolence."
RICINUS COMMUNIS,Relationship,Compare: Resorcin (summer complaint with vomiting); destroys organic germs of putrefaction; Cholos terrapina (cramps of muscles). Ars; Verat.
RICINUS COMMUNIS,Dose,Third potency. Five drops every four hours for increasing flow of milk; also locally a poultice of the leaves.
ROSA DAMASCENA,Ear,Hardness of hearing; tinnitus. Eustachian catarrh (Hydr; Merc dulc).
ROSA DAMASCENA,Relationship,"Compare: in hay-fever: Phleum pratense--Timothy grass--(Hay-fever with asthma; watery coryza, itching of nose and eyes; frequent sneezing, dyspnoea. Use 6-30 potency. Rabe). Succin acid; Sabad; Euph; Psor; Kali hyd; Naphth."
ROSA DAMASCENA,Dose,Lower potencies.
ROBINIA PSEUDACACIA,"The remedy for hperchlorhydria. In cases where albuminoid digestion is too rapid and starch digestion is perverted. The gastric symptoms with the most pronounced acidity are well authenticated, and are the guiding symptoms. The acidity of Robinia is accompanied by frontal headache. Intensely acrid eructations. Acrid and greenish vomiting, colic and flatulence, nightly burning pains in stomach and constipation with urgent desire",Acidity of children. Stools and perspiration sour. Incarcerated flatus.
ROBINIA PSEUDACACIA,Head,"Dull, throbbing, frontal pain; worse, motion and reading. Gastric headache with acid vomiting."
ROBINIA PSEUDACACIA,Stomach,"Dull, heavy aching. Nausea; sour, eructations; profuse vomiting of an intensely sour fluid (Sulph ac). Great distention of stomach and bowels. Flatulent colic (Cham; Diosc). Sour stools; child smells sour."
ROBINIA PSEUDACACIA,Female,"Nymphomania. Acrid, fetid leucorrhoea. Discharge of blood between menstrual periods. Herpes on vagina and vulva."
ROBINIA PSEUDACACIA,Relationship,Magnes phos; Arg nit; Orexine tannate. (Hyperchlorhydria; deficient acid and slow digestion; 14 hourly doses)
ROBINIA PSEUDACACIA,Dose,Third potency. Must be continued a long time.
RUTA GRAVEOLENS,Head,Pain as from a nail; after excessive intoxicating drinks. Periosteum sore. Epistaxis.
RUTA GRAVEOLENS,Eyes,"Eyes-strain followed by headache. Eyes red, hot, and painful from sewing or reading fine print (Nat mur; Arg nit). Disturbances of accommodation. Weary pain while reading. Pressure deep in orbits. Tarsal cartilage feels bruised. Pressure over eyebrow. Asthenopia."
